"","Aguiar_2007_row_names","Aguilar_Garavito_2014_mature_row_names","Albrecht_102_2012_row_names","Albrecht_11_2012_row_names","Albrecht_111_2011_row_names","Albrecht_111_2012_row_names","Albrecht_112_2011_row_names","Albrecht_112_2012_row_names","Albrecht_13_2012_row_names","Albrecht_15_2012_row_names","Albrecht_203_2012_row_names","Albrecht_30_2012_row_names","Albrecht_301_2012_row_names","Albrecht_314_2012_row_names","Albrecht_315_2011_row_names","Albrecht_315_2012_row_names","Albrecht_35_2012_row_names","Albrecht_36_2012_row_names","Andrade_2011_row_names","Arias_Arone_2016_row_names","Athie_2009_row_names","Blake_1992_row_names","Blendinger_2015_row_names","Brito_2010_row_names","Burns_2013_row_names","Carvalho_2008_row_names","Castano_2018_row_names","Castley_2001_row_names","Castro_2015_row_names","Castro_Luna_2012_row_names","Chen_1999_row_names","Chimera_2010_row_names","Correa_2016_Apaporis_row_names","Correa_2016_Caqueta_row_names","Costa_2013_endozoochory_row_names","Cruz_2013_Autumn_row_names","Cruz_2013_Summer_row_names","Cruz_2013_Winter_row_names","Daru_2015_row_names","David_2011_tree_focal_watches_row_names","de_Oliveira_1999_row_names","Dehling_2017_San_Pedro_1_row_names","Dehling_2017_San_Pedro_2_row_names","Dehling_2017_San_Pedro_3_row_names","Dehling_2017_San_Pedro_4_row_names","Dehling_2017_Wayqecha_1_row_names","Dehling_2017_Wayqecha_2_row_names","Dehling_2017_Wayqecha_3_row_names","Dehling_2017_Wayqecha_4_row_names","Dos_Reis_1983_Cult_et_form_sec_row_names","Engel_2000_row_names","Fadini_2004_row_names","Faria_1996_row_names","Faustino_2006_row_names","Fleming_1977_row_names","Fricke_2018_Saipan_row_names","Fuentes_1994_row_names","Garcia_2014_Blue_Duck_row_names","Garcia_2014_Charles_Plimmer_row_names","Garcia_2014_George_Denton_row_names","Garcia_2014_Mount_Fyfee_Reserve_row_names","Garcia_2014_Puhi_Puhi_River_row_names","Garcia_2014_Zealandia_row_names","Garcia_2016_row_names","Garcia_Estrada_2012_row_names","Garcia_et_al_2000_row_names","Garcia_Morales_2012_row_names","Genrich_2017_row_names","Gomes_2013_row_names","Gorchov_1995_row_names","Hayashi_1996_row_names","Hernandez_Montero_2015_B4_Dry_row_names","Hernandez_Montero_2015_B4_Norte_row_names","Hovestadt_1997_row_names","Jaroszewicz_2013_row_names","Jayasekara_2003_row_names","Jayasekara_2007_row_names","Kamruzzaman_2008_row_names","Kessler_Rios_2012_row_names","Koike_2008_row_names","Labbe_2011_row_names","Lessa_2010_row_names","Lessa_2013_row_names","Lima_2016_row_names","Lopez_and_Vaughn_2004_row_names","Lou_2005_row_names","Lou_2007_row_names","M_SD_001_row_names","M_SD_002_row_names","M_SD_003_row_names","M_SD_004_row_names","M_SD_005_row_names","M_SD_006_row_names","M_SD_008_row_names","M_SD_009_row_names","M_SD_010_single_partners_added_row_names","M_SD_012_row_names","M_SD_020_row_names","M_SD_031_row_names","M_SD_033_row_names","M_SD_034_row_names","MacFarlane_2016_row_names","Machado_de_Souza_2019_row_names","Malacco_da_Silva_2014_row_names","Malmborg_1988_1980_row_names","Malmborg_1988_1981_row_names","Malmborg_1988_1982_row_names","Mancina_2007_dry_row_names","Marcos_da_Silva_2013_row_names","Mello_2014_Mata_de_Grota_row_names","Menke_2012_edge_highly_dist_row_names","Menke_2012_edge_little_dist_row_names","Menke_2012_interior_highly_dist_row_names","Menke_2012_interior_little_dist_row_names","Munin_2012_row_names","Munster_2008_row_names","Nogales_2017_row_names","Noma_1997_row_names","Novoa_2011_row_names","Odonnell_1994_row_names","Palita_2011_row_names","Palmeirim_1989_row_names","Passos_2003_row_names","Pedro_1992_row_names","Peredo_2013_Pto_de_San_Lorenzo_row_names","Peredo_2013_Puertos_de_Marabio_row_names","Pratt_1985_row_names","Preciado_Benitez_2015_row_names","Quitian_2018_1000Fragmented_row_names","Quitian_2018_1000Natural_row_names","Quitian_2018_2000Fragmented_row_names","Quitian_2018_2000Natural_row_names","Ramos_Robles_2016_net10_row_names","Ramos_Robles_2016_net2_row_names","Ramos_Robles_2016_net3_row_names","Ramos_Robles_2016_net4_row_names","Ramos_Robles_2016_net6_row_names","Ramos_Robles_2016_net7_row_names","Ramos_Robles_2016_net8_row_names","Robinson_2015_row_names","SAAV1_row_names","SAAV2_row_names","Sanchez_2012_Iguazu_row_names","Santiago_2014_close_to_remnant_row_names","Santiago_2014_far_from_remnant_row_names","SARM_whole_network_from_paper_row_names","Sethi_2012_row_names","Silva_Oliveira_2018_row_names","Silveira_2006_row_names","Snow_1988_DJF_row_names","Snow_1988_JJA_row_names","Snow_1988_MAM_row_names","Snow_1988_SON_row_names","Sorensen_1981_row_names","Souza_Laurindo_2017_row_names","Suzuki_2007_row_names","Tavares_2007_row_names","Traveset_1992_row_names","VELHO_row_names","VELHO2_row_names","Williams_1996_Eves_row_names","Williams_1996_Marsden_row_names","Wolfe_2014_row_names","Wyman_2017_row_names","Zamora_Delgado_2008_row_names","Zapata_Mesa_2017_MR_September_row_names"
"Burns_2013_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.681818181818182,0.695652173913044,0.55,0.666666666666667,0.521739130434783,0.421052631578947,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.814814814814815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.80952380952381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.655172413793103,1,0.82051282051282,1,1
"Carvalho_2008_row_names",0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9875,0.967741935483871,1,1,0.85,1,0,0.979166666666667,1,1,0.959183673469388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975609756097561,1,1,0.88,1,0.95,1,1,1,1,1,1,1,1,1,1,0.96,0.961538461538461,0.975,0.96969696969697,0.989247311827957,0.958333333333333,0.941176470588235,1,1,1,1,1,1,1,1,1,1,1,1,0.955555555555556,0.975,0.931034482758621,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,1,1,1,0.99009900990099,1,1,1,1,0.952380952380952,0.9375,0.956521739130435,1,1,1,1,0.9,0.974358974358974,1,1,0.9375,1,1,1,0.939393939393939,0.909090909090909,1,1,1,0.916666666666667,1,1,1,1,1,1,1,1,1,1,1,0.941176470588235,1,1,0.791666666666667,0.96,1,0.96875,1,0.952380952380952,0.882352941176471,1,1,1,1,1,0.916666666666667,1,0.95,1,1,1,1,1,1,1,1,0.947368421052632
"Castano_2018_row_names",0.964285714285714,0.878048780487805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990476190476191,0.982142857142857,1,1,0.956521739130435,1,0.979166666666667,0,1,1,0.972972972972973,1,1,0.986111111111111,1,1,1,1,1,1,1,1,0.983606557377049,1,1,1,1,1,1,1,0.936507936507936,0.998272884283247,1,0.980769230769231,1,1,1,1,1,1,1,1,1,1,1,0.986486486486487,0.98,0.980392156862745,1,0.964912280701754,0.982905982905983,0.979591836734694,0.976190476190476,0.976190476190476,1,1,1,1,0.984126984126984,0.979591836734694,1,1,1,1,1,0.971428571428571,1,0.981818181818182,1,1,1,1,1,1,1,1,0.99009900990099,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,1,1,1,1,0.955555555555556,1,0.988235294117647,1,0.982758620689655,1,1,0.985915492957746,0.983050847457627,1,1,1,1,0.914893617021277,1,1,0.981818181818182,0.979166666666667,0.978723404255319,1,1,1,1,0.976744186046512,0.979166666666667,0.976190476190476,0.985714285714286,1,0.961538461538461,0.98,0.980392156862745,0.97752808988764,1,0.978260869565217,0.952380952380952,1,1,1,1,1,0.959183673469388,1,1,1,1,1,1,1,1,1,0.981818181818182,0.928571428571429
"Castley_2001_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976744186046512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Castro_2015_row_names",0.985507246376812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985507246376812,1,0.985294117647059,0.993150684931507,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.96969696969697,1,1,1,1,1,1,1,1,1,1,0.911764705882353,1,0.982456140350877,1,1,1,1,1,1,1,1,1,1,1,0.983870967741935,1,0.987012987012987,0.985714285714286,0.992307692307692,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985915492957746,1,1,1,1,1,1,1,1,1,1,0.981818181818182,0.991150442477876,0.987951807228916,1,1,1,1,1,0.879032258064516,0.985294117647059,1,1,1,1,1,0.983333333333333,1,1,1,1,1,0.986842105263158,1,1,1,1,1,1,0.985915492957746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975308641975309,0.96969696969697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982456140350877,1,1,1,1,1,1,1,1,1
"Castro_Luna_2012_row_names",0.96551724137931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990654205607477,1,0.992647058823529,1,0.936170212765957,1,0.959183673469388,0.972972972972973,1,1,0,1,1,1,1,0.982142857142857,0.976744186046512,0.978260869565217,0.977777777777778,1,1,1,1,1,1,1,1,1,1,1,0.954545454545454,1,1,0.942307692307692,1,0.909090909090909,1,1,1,0.98,0.979591836734694,1,1,1,1,0.930555555555556,0.980769230769231,0.941176470588235,1,0.966101694915254,0.991666666666667,0.96,1,0.977272727272727,1,1,1,1,1,1,1,1,1,1,1,0.942857142857143,0.920634920634921,0.884615384615385,1,1,1,1,1,1,1,1,0.990291262135922,1,1,1,1,1,1,1,1,1,1,1,0.934782608695652,1,1,1,1,1,1,0.934782608695652,1,0.988505747126437,1,0.948275862068966,1,1,0.957746478873239,0.983606557377049,0.98,1,1,1,0.895833333333333,1,1,1,1,0.979591836734694,1,1,1,1,0.977777777777778,0.98,0.977272727272727,1,1,0.962962962962963,0.94,0.92,0.978021978021978,1,1,0.977777777777778,1,1,1,1,1,0.980769230769231,1,1,1,1,1,1,0.983050847457627,0.978723404255319,1,1,0.906976744186046
"Chen_1999_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985915492957746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.885245901639344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990654205607477,1,1,1,1,1,1,1,1,1,1
"Chimera_2010_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Correa_2016_Apaporis_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986111111111111,1,1,1,1,1,0,0.942857142857143,1,1,1,1,1,1,1,0.983333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982758620689655,1,1,1,1,1,1,1,1,1,1,1,0.979591836734694,0.982758620689655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979591836734694,1,1,1,1,1,1,1,1,1,1,1,1,0.985507246376812,1,1,0.979591836734694,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Correa_2016_Caqueta_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.942857142857143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.980392156862745,0.983333333333333,1,0.986111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992125984251969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Costa_2013_endozoochory_row_names",1,1,0.96,0.96,0.954545454545454,0.96,0.954545454545454,0.96,0.91304347826087,0.92,0.961538461538461,0.916666666666667,1,0.954545454545454,1,1,0.96,0.96,1,1,1,1,1,1,1,1,1,1,1,0.982142857142857,1,1,1,1,0,0.954545454545454,0.869565217391304,0.958333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,0.96551724137931,0.964285714285714,1,1,1,0.958333333333333,1,1,1,1,0.974358974358974,1,1,1,1,1,0.990384615384615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951219512195122,0.982758620689655,1,1,0.967741935483871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984848484848485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985915492957746,1,1,1,0.941176470588235,0.914285714285714,1,0.882352941176471,0.84,1,1,1,0.857142857142857,1,1,1,0.945945945945946,1,1,1,1
"Cruz_2013_Autumn_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976744186046512,1,1,1,1,0.954545454545454,0,0.818181818181818,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.933333333333333,1,1,1,1,1,1,1,1,0.961538461538461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977777777777778,1,1,1,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,0.981132075471698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982758620689655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1
"Cruz_2013_Summer_row_names",1,1,1,1,1,1,1,1,0.928571428571429,0.9375,1,0.933333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,1,1,0.869565217391304,0.818181818181818,0,0.846153846153846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.947368421052632,1,0.947368421052632,0.944444444444444,1,1,1,0.928571428571429,1,1,1,1,0.96551724137931,1,1,1,1,1,0.994974874371859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,0.979166666666667,1,1,1,1,1,1,1,0.916666666666667,1,1,1,1,1,1,1,1,1,0.982142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983606557377049,1,1,1,1,0.962962962962963,1,0.962962962962963,0.944444444444444,1,1,1,1,1,1,1,0.925925925925926,1,1,1,1
"Cruz_2013_Winter_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977777777777778,1,1,1,1,0.958333333333333,0.5,0.846153846153846,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944444444444444,0.941176470588235,1,1,1,1,1,1,1,1,0.964285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.967741935483871,0.978723404255319,1,1,1,1,1,1,1,0.909090909090909,1,1,1,1,1,1,1,1,1,0.981818181818182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983333333333333,1,1,1,0.958333333333333,0.961538461538461,0.916666666666667,1,0.941176470588235,1,1,1,1,1,1,1,0.962962962962963,1,1,1,1
"Daru_2015_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.994525547445255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,0.846153846153846,0.857142857142857,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"David_2011_tree_focal_watches_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973684210526316,1,1,1,1,1,1,0.978260869565217,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.998217468805704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,0.96969696969697,0.930232558139535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.987654320987654,1,1,1,1,1,1,1,1,1,1
"de_Oliveira_1999_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.918918918918919,1,0.973684210526316,1,1,1,1,1,1,1,0.96969696969697,1,1,1,1,1,1,1,1,1,1,1,0,1,0.972972972972973,1,1,1,1,1,1,1,1,0.976744186046512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.975609756097561,0.961538461538461,1,1,1,1,1,0.971698113207547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dehling_2017_San_Pedro_1_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983606557377049,1,1,1,1,1,0.983333333333333,1,1,1,1,1,1,1,1,0,0.842105263157895,0.828571428571429,0.815789473684211,1,0.979591836734694,1,0.977272727272727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990566037735849,1,1,1,1,1,1,1,1,1,1,1,0.973684210526316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,0.983050847457627,1,1,1,1,1,0.973684210526316,1,1,1,0.972222222222222,1,1,1,1,1,1,0.972222222222222,1,0.964912280701754,0.976744186046512,1,0.973684210526316,0.974358974358974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dehling_2017_San_Pedro_2_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982608695652174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.972972972972973,0.842105263157895,0,0.6,0.818181818181818,1,0.976744186046512,0.976190476190476,0.973684210526316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990740740740741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.980769230769231,0.972972972972973,1,1,1,0.986111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dehling_2017_San_Pedro_3_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991150442477876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.828571428571429,0.6,0,0.666666666666667,1,0.975,1,0.971428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235294118,0.962962962962963,1,1,1,1,1,1,1,1,0.979591836734694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dehling_2017_San_Pedro_4_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.974358974358974,0.991452991452991,0.975609756097561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.815789473684211,0.818181818181818,0.666666666666667,0,0.975,0.953488372093023,0.976744186046512,0.974358974358974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,0.96875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961538461538461,0.988095238095238,0.981481481481482,1,1,1,1,1,0.990825688073394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975609756097561,1,1,1,1,1,1,1,1,1,0.974358974358974,0.977272727272727,0.916666666666667,1,1,1,1,1,1,1,1,0.96,0.981132075471698,0.973684210526316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98936170212766,1
"Dehling_2017_Wayqecha_1_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976190476190476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975,0,0.647058823529412,0.75,0.71875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.990909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975,0.977777777777778,0.974358974358974,1,1,1,1,1,1,1,1,1,0.942307692307692,0.918918918918919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989473684210526,1
"Dehling_2017_Wayqecha_2_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978260869565217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979591836734694,0.976744186046512,0.975,0.953488372093023,0.647058823529412,0,0.710526315789474,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991228070175439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977272727272727,0.979591836734694,0.976744186046512,1,1,1,1,1,1,1,1,1,0.964912280701754,0.926829268292683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979591836734694,1
"Dehling_2017_Wayqecha_3_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977777777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976190476190476,1,0.976744186046512,0.75,0.710526315789474,0,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991150442477876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976744186046512,0.979166666666667,0.976190476190476,1,1,1,1,1,1,1,1,1,0.982456140350877,0.976190476190476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979381443298969,1
"Dehling_2017_Wayqecha_4_row_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977272727272727,0.973684210526316,0.971428571428571,0.974358974358974,0.71875,0.75,0.625,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961538461538461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98936170212766,1
